"","DistNo.","nX","P2","Q","TruROP","Method","Mean"
"1034","22","7","0.85","63","144.888678174078","normal","101.048527055441"
"1035","22","7","0.9","95","146.785572716785","normal","111.004534242209"
"1036","22","7","0.95","110","149.500532625013","normal","133.522410380277"
"1037","22","7","0.98","195","152.415110848815","normal","158.205704063386"
"1038","22","7","0.99","235","154.29033311099","normal","174.248305054867"
"1039","22","12","0.8","46","143.312038860808","normal","99.9663539150372"
"1040","22","12","0.85","63","144.888678174078","normal","99.9663539150372"
"1041","22","12","0.9","95","146.785572716785","normal","99.9663539150372"
"1042","22","12","0.95","110","149.500532625013","normal","119.382296080478"
"1043","22","12","0.98","195","152.415110848815","normal","146.802586920429"
"1044","22","12","0.99","235","154.29033311099","normal","164.239419976077"
"1045","22","24","0.8","46","143.312038860808","normal","97.825419463485"
"1046","22","24","0.85","63","144.888678174078","normal","97.825419463485"
"1047","22","24","0.9","95","146.785572716785","normal","97.825419463485"
"1048","22","24","0.95","110","149.500532625013","normal","117.291052812779"
"1049","22","24","0.98","195","152.415110848815","normal","144.771017467941"
"1050","22","24","0.99","235","154.29033311099","normal","162.248409100162"
"1051","22","30","0.8","46","143.312038860808","normal","98.6776482806248"
"1052","22","30","0.85","63","144.888678174078","normal","98.6776482806248"
"1053","22","30","0.9","95","146.785572716785","normal","98.6776482806248"
"1054","22","30","0.95","110","149.500532625013","normal","118.475911866817"
"1055","22","30","0.98","195","152.415110848815","normal","146.095844733875"
"1056","22","30","0.99","235","154.29033311099","normal","163.669256874974"
"1057","1","7","0.8","18","120.443385270797","gamma","109.793842119096"
"1058","1","7","0.85","25","123.810390859889","gamma","109.256921412099"
"1059","1","7","0.9","38","127.198468246777","gamma","109.081726378629"
"1060","1","7","0.95","44","130.605068534566","gamma","115.950483990393"
"1061","1","7","0.98","78","132.647821749821","gamma","119.952911604931"
"1062","1","7","0.99","94","133.318220146531","gamma","125.50376845199"
"1063","1","12","0.8","18","120.443385270797","gamma","111.259739786539"
"1064","1","12","0.85","25","123.810390859889","gamma","110.710741522949"
"1065","1","12","0.9","38","127.198468246777","gamma","110.531622958984"
"1066","1","12","0.95","44","130.605068534566","gamma","117.559152581339"
"1067","1","12","0.98","78","132.647821749821","gamma","121.657886036548"
"1068","1","12","0.99","94","133.318220146531","gamma","127.345731452426"
"1069","1","24","0.8","18","120.443385270797","gamma","110.994585025549"
"1070","1","24","0.85","25","123.810390859889","gamma","110.436422646918"
"1071","1","24","0.9","38","127.198468246777","gamma","110.254330645194"
"1072","1","24","0.95","44","130.605068534566","gamma","117.403309930481"
"1073","1","24","0.98","78","132.647821749821","gamma","121.576797857613"
"1074","1","24","0.99","94","133.318220146531","gamma","127.372313441439"
"1075","1","30","0.8","18","120.443385270797","gamma","111.107403497292"
"1076","1","30","0.85","25","123.810390859889","gamma","110.545783840785"
"1077","1","30","0.9","38","127.198468246777","gamma","110.362565607521"
"1078","1","30","0.95","44","130.605068534566","gamma","117.5573279397"
"1079","1","30","0.98","78","132.647821749821","gamma","121.758958761066"
"1080","1","30","0.99","94","133.318220146531","gamma","127.594993641961"
"1081","2","7","0.8","31","134.227834144048","gamma","119.83050116377"
"1082","2","7","0.85","42","139.904598034569","gamma","119.440445205819"
"1083","2","7","0.9","63","145.573819311801","gamma","119.440445205819"
"1084","2","7","0.95","73","151.322119877744","gamma","132.231530785255"
"1085","2","7","0.98","130","154.712315573348","gamma","139.730838651564"
"1086","2","7","0.99","156","155.861502675568","gamma","150.519094509543"
"1087","2","12","0.8","31","134.227834144048","gamma","118.828138917678"
"1088","2","12","0.85","42","139.904598034569","gamma","118.440122487184"
"1089","2","12","0.9","63","145.573819311801","gamma","118.440122487184"
"1090","2","12","0.95","73","151.322119877744","gamma","131.161990767783"
"1091","2","12","0.98","130","154.712315573348","gamma","138.618403021978"
"1092","2","12","0.99","156","155.861502675568","gamma","149.341885875327"
"1093","2","24","0.8","31","134.227834144048","gamma","118.279794395819"
"1094","2","24","0.85","42","139.904598034569","gamma","117.890208836197"
"1095","2","24","0.9","63","145.573819311801","gamma","117.890208836197"
"1096","2","24","0.95","73","151.322119877744","gamma","130.663202645193"
"1097","2","24","0.98","130","154.712315573348","gamma","138.148777077083"
"1098","2","24","0.99","156","155.861502675568","gamma","148.912526853466"
"1099","2","30","0.8","31","134.227834144048","gamma","119.550592480514"
"1100","2","30","0.85","42","139.904598034569","gamma","119.157854781262"
"1101","2","30","0.9","63","145.573819311801","gamma","119.157854781262"
"1102","2","30","0.95","73","151.322119877744","gamma","132.036444071899"
"1103","2","30","0.98","130","154.712315573348","gamma","139.585654848232"
"1104","2","30","0.99","156","155.861502675568","gamma","150.442532621648"
"1105","3","7","0.8","46","151.632264570333","gamma","134.797637212519"
"1106","3","7","0.85","63","160.255981300306","gamma","133.700750416878"
"1107","3","7","0.9","95","168.811709997337","gamma","133.484466267991"
"1108","3","7","0.95","110","177.392627523281","gamma","155.274762399531"
"1109","3","7","0.98","195","182.571128006578","gamma","168.452223098025"
"1110","3","7","0.99","235","184.292109414414","gamma","187.294159705349"
"1111","3","12","0.8","46","151.632264570333","gamma","131.451625359612"
"1112","3","12","0.85","63","160.255981300306","gamma","130.41317336284"
"1113","3","12","0.9","95","168.811709997337","gamma","130.208379663142"
"1114","3","12","0.95","110","177.392627523281","gamma","150.789063378409"
"1115","3","12","0.98","195","182.571128006578","gamma","163.189486596488"
"1116","3","12","0.99","235","184.292109414414","gamma","180.870119602856"
"1117","3","24","0.8","46","151.632264570333","gamma","131.662968931062"
"1118","3","24","0.85","63","160.255981300306","gamma","130.597884543212"
"1119","3","24","0.9","95","168.811709997337","gamma","130.387854244695"
"1120","3","24","0.95","110","177.392627523281","gamma","151.513943121398"
"1121","3","24","0.98","195","182.571128006578","gamma","164.258683097446"
"1122","3","24","0.99","235","184.292109414414","gamma","182.446431260448"
"1123","3","30","0.8","46","151.632264570333","gamma","130.654034401693"
"1124","3","30","0.85","63","160.255981300306","gamma","129.574919037915"
"1125","3","30","0.9","95","168.811709997337","gamma","129.362131659851"
"1126","3","30","0.95","110","177.392627523281","gamma","150.784854010318"
"1127","3","30","0.98","195","182.571128006578","gamma","163.725706160693"
"1128","3","30","0.99","235","184.292109414414","gamma","182.212398761196"
"1129","4","7","0.8","18","116.791311878579","gamma","111.898111906797"
"1130","4","7","0.85","25","120.691892646687","gamma","111.329784784975"
"1131","4","7","0.9","38","125.573223122217","gamma","111.144402690257"
"1132","4","7","0.95","44","132.835531451912","gamma","118.432738595814"
"1133","4","7","0.98","78","141.007404852846","gamma","122.697871766085"
"1134","4","7","0.99","94","146.496701788773","gamma","128.63383605792"
"1135","4","12","0.8","18","116.791311878579","gamma","112.459145907589"
"1136","4","12","0.85","25","120.691892646687","gamma","111.89386869377"
"1137","4","12","0.9","38","125.573223122217","gamma","111.709468326617"
"1138","4","12","0.95","44","132.835531451912","gamma","118.954734540871"
"1139","4","12","0.98","78","141.007404852846","gamma","123.190119707447"
"1140","4","12","0.99","94","146.496701788773","gamma","129.07875496215"
"1141","4","24","0.8","18","116.791311878579","gamma","111.584699551848"
"1142","4","24","0.85","25","120.691892646687","gamma","111.013002831297"
"1143","4","24","0.9","38","125.573223122217","gamma","110.826515756188"
"1144","4","24","0.95","44","132.835531451912","gamma","118.155736596324"
"1145","4","24","0.98","78","141.007404852846","gamma","122.441316919464"
"1146","4","24","0.99","94","146.496701788773","gamma","128.400083082195"
"1147","4","30","0.8","18","116.791311878579","gamma","111.601262827857"
"1148","4","30","0.85","25","120.691892646687","gamma","111.035238979875"
"1149","4","30","0.9","38","125.573223122217","gamma","110.85059488492"
"1150","4","30","0.95","44","132.835531451912","gamma","118.104037101784"
"1151","4","30","0.98","78","141.007404852846","gamma","122.342258815669"
"1152","4","30","0.99","94","146.496701788773","gamma","128.231781366216"
"1153","5","7","0.8","31","128.153576500027","gamma","120.242545070225"
"1154","5","7","0.85","42","134.670265650035","gamma","119.847432420839"
"1155","5","7","0.9","63","142.795925193642","gamma","119.847432420839"
"1156","5","7","0.95","73","154.993152121875","gamma","132.816274672252"
"1157","5","7","0.98","130","168.753283101418","gamma","140.431224904543"
"1158","5","7","0.99","156","178.038933648531","gamma","151.400117053988"
"1159","5","12","0.8","31","128.153576500027","gamma","118.571065697731"
"1160","5","12","0.85","42","134.670265650035","gamma","118.16984421591"
"1161","5","12","0.9","63","142.795925193642","gamma","118.16984421591"
"1162","5","12","0.95","73","154.993152121875","gamma","131.348088340108"
"1163","5","12","0.98","130","168.753283101418","gamma","139.093065702451"
"1164","5","12","0.99","156","178.038933648531","gamma","150.25643418104"
"1165","5","24","0.8","31","128.153576500027","gamma","121.010506059794"
"1166","5","24","0.85","42","134.670265650035","gamma","120.61798313379"
"1167","5","24","0.9","63","142.795925193642","gamma","120.617983133791"
"1168","5","24","0.95","73","154.993152121875","gamma","133.487877096544"
"1169","5","24","0.98","130","168.753283101418","gamma","141.030464377839"
"1170","5","24","0.99","156","178.038933648531","gamma","151.876223386024"
"1171","5","30","0.8","31","128.153576500027","gamma","121.160538333629"
"1172","5","30","0.85","42","134.670265650035","gamma","120.763348214223"
"1173","5","30","0.9","63","142.795925193642","gamma","120.763348214223"
"1174","5","30","0.95","73","154.993152121875","gamma","133.79329137519"
"1175","5","30","0.98","130","168.753283101418","gamma","141.435958458294"
"1176","5","30","0.99","156","178.038933648531","gamma","152.432709017042"
"1177","6","7","0.8","46","142.83284011092","gamma","132.761071244079"
"1178","6","7","0.85","63","153.367557133465","gamma","131.698474880212"
"1179","6","7","0.9","95","166.584253782639","gamma","131.488942876176"
"1180","6","7","0.95","110","186.278708433497","gamma","152.584104849612"
"1181","6","7","0.98","195","208.529623920948","gamma","165.330989883441"
"1182","6","7","0.99","235","223.527928350713","gamma","183.550213875607"
"1183","6","12","0.8","46","142.83284011092","gamma","132.837658742702"
"1184","6","12","0.85","63","153.367557133465","gamma","131.765066045793"
"1185","6","12","0.9","95","166.584253782639","gamma","131.553561977139"
"1186","6","12","0.95","110","186.278708433497","gamma","152.839638722781"
"1187","6","12","0.98","195","208.529623920948","gamma","165.692402396387"
"1188","6","12","0.99","235","223.527928350713","gamma","184.048726596178"
"1189","6","24","0.8","46","142.83284011092","gamma","129.719451546965"
"1190","6","24","0.85","63","153.367557133465","gamma","128.65524744327"
"1191","6","24","0.9","95","166.584253782639","gamma","128.445394035996"
"1192","6","24","0.95","110","186.278708433497","gamma","149.561315982547"
"1193","6","24","0.98","195","208.529623920948","gamma","162.30730617302"
"1194","6","24","0.99","235","223.527928350713","gamma","180.505833020854"
"1195","6","30","0.8","46","142.83284011092","gamma","133.365780130442"
"1196","6","30","0.85","63","153.367557133465","gamma","132.270362662685"
"1197","6","30","0.9","95","166.584253782639","gamma","132.054366449331"
"1198","6","30","0.95","110","186.278708433497","gamma","153.807578905882"
"1199","6","30","0.98","195","208.529623920948","gamma","166.954485114721"
"1200","6","30","0.99","235","223.527928350713","gamma","185.742536959796"
"1201","7","7","0.8","18","115.866523329478","gamma","113.183877878244"
"1202","7","7","0.85","25","120.422475457069","gamma","112.621414702608"
"1203","7","7","0.9","38","126.423530676274","gamma","112.437929305693"
"1204","7","7","0.95","44","135.879986328339","gamma","119.646562238127"
"1205","7","7","0.98","78","147.395652374849","gamma","123.860521501797"
"1206","7","7","0.99","94","155.493376098095","gamma","129.720229145577"
"1207","7","12","0.8","18","115.866523329478","gamma","111.460652623582"
"1208","7","12","0.85","25","120.422475457069","gamma","110.909919588371"
"1209","7","12","0.9","38","126.423530676274","gamma","110.730242126673"
"1210","7","12","0.95","44","135.879986328339","gamma","117.781848592516"
"1211","7","12","0.98","78","147.395652374849","gamma","121.896862799164"
"1212","7","12","0.99","94","155.493376098095","gamma","127.61032641813"
"1213","7","24","0.8","18","115.866523329478","gamma","111.125073622599"
"1214","7","24","0.85","25","120.422475457069","gamma","110.564051609541"
"1215","7","24","0.9","38","126.423530676274","gamma","110.381029900892"
"1216","7","24","0.95","44","135.879986328339","gamma","117.568631801454"
"1217","7","24","0.98","78","147.395652374849","gamma","121.766808144789"
"1218","7","24","0.99","94","155.493376098095","gamma","127.599281939784"
"1219","7","30","0.8","18","115.866523329478","gamma","112.210206292017"
"1220","7","30","0.85","25","120.422475457069","gamma","111.643129240131"
"1221","7","30","0.9","38","126.423530676274","gamma","111.458134530905"
"1222","7","30","0.95","44","135.879986328339","gamma","118.725422339871"
"1223","7","30","0.98","78","147.395652374849","gamma","122.972090265691"
"1224","7","30","0.99","94","155.493376098095","gamma","128.873806112058"
"1225","8","7","0.8","31","124.632543829727","gamma","122.041307470197"
"1226","8","7","0.85","42","132.743856645238","gamma","121.644000783266"
"1227","8","7","0.9","63","143.819507422825","gamma","121.644000783266"
"1228","8","7","0.95","73","161.771822001025","gamma","134.684859665815"
"1229","8","7","0.98","130","184.61652794234","gamma","142.34338191042"
"1230","8","7","0.99","156","201.771767530806","gamma","153.378314671319"
"1231","8","12","0.8","31","124.632543829727","gamma","120.851776060028"
"1232","8","12","0.85","42","132.743856645238","gamma","120.45458734133"
"1233","8","12","0.9","63","143.819507422825","gamma","120.454587341331"
"1234","8","12","0.95","73","161.771822001025","gamma","133.489642428192"
"1235","8","12","0.98","130","184.61652794234","gamma","141.14152381307"
"1236","8","12","0.99","156","201.771767530806","gamma","152.161137346598"
"1237","8","24","0.8","31","124.632543829727","gamma","120.553933165769"
"1238","8","24","0.85","42","132.743856645238","gamma","120.15936180092"
"1239","8","24","0.9","63","143.819507422825","gamma","120.15936180092"
"1240","8","24","0.95","73","161.771822001025","gamma","133.101075860185"
"1241","8","24","0.98","130","184.61652794234","gamma","140.690512227834"
"1242","8","24","0.99","156","201.771767530806","gamma","151.609733059441"
"1243","8","30","0.8","31","124.632543829727","gamma","119.956418496152"
"1244","8","30","0.85","42","132.743856645238","gamma","119.55994210299"
"1245","8","30","0.9","63","143.819507422825","gamma","119.55994210299"
"1246","8","30","0.95","73","161.771822001025","gamma","132.567746155949"
"1247","8","30","0.98","130","184.61652794234","gamma","140.199007105471"
"1248","8","30","0.99","156","201.771767530806","gamma","151.181859012977"
"1249","9","7","0.8","46","133.194263052023","gamma","131.782021970415"
"1250","9","7","0.85","63","145.987467510748","gamma","130.725000246494"
"1251","9","7","0.9","95","163.903847948021","gamma","130.516557067103"
"1252","9","7","0.95","110","194.65661243066","gamma","151.489580358391"
"1253","9","7","0.98","195","236.234112558382","gamma","164.153905986845"
"1254","9","7","0.99","235","269.120431364327","gamma","182.2482656305"
"1255","9","12","0.8","46","133.194263052023","gamma","132.597417968732"
"1256","9","12","0.85","63","145.987467510748","gamma","131.54155276347"
"1257","9","12","0.9","95","163.903847948021","gamma","131.333334436289"
"1258","9","12","0.95","110","194.65661243066","gamma","152.272495436377"
"1259","9","12","0.98","195","236.234112558382","gamma","164.904054841084"
"1260","9","12","0.99","235","269.120431364327","gamma","182.93499365864"
"1261","9","24","0.8","46","133.194263052023","gamma","130.749509352218"
"1262","9","24","0.85","63","145.987467510748","gamma","129.702779175404"
"1263","9","24","0.9","95","163.903847948021","gamma","129.496353326991"
"1264","9","24","0.95","110","194.65661243066","gamma","150.243189377198"
"1265","9","24","0.98","195","236.234112558382","gamma","162.746217611299"
"1266","9","24","0.99","235","269.120431364327","gamma","180.576670744742"
"1267","9","30","0.8","46","133.194263052023","gamma","132.699324865665"
"1268","9","30","0.85","63","145.987467510748","gamma","131.611509249082"
"1269","9","30","0.9","95","163.903847948021","gamma","131.397005494638"
"1270","9","30","0.95","110","194.65661243066","gamma","152.995104447733"
"1271","9","30","0.98","195","236.234112558382","gamma","166.045578807047"
"1272","9","30","0.99","235","269.120431364327","gamma","184.694732297612"
"1273","10","7","0.8","93","142.564864766353","gamma","179.644292775173"
"1274","10","7","0.85","126","167.677665355944","gamma","178.200883522831"
"1275","10","7","0.9","190","205.66869397412","gamma","177.724645644118"
"1276","10","7","0.95","220","278.259662137786","gamma","226.627785364719"
"1277","10","7","0.98","390","390.430001866115","gamma","257.051941284538"
"1278","10","7","0.99","470","488.392797798892","gamma","301.554933168108"
"1279","10","12","0.8","93","142.564864766353","gamma","198.997782757693"
"1280","10","12","0.85","126","167.677665355944","gamma","197.331082684417"
"1281","10","12","0.9","190","205.66869397412","gamma","196.781309631055"
"1282","10","12","0.95","220","278.259662137786","gamma","252.586404565038"
"1283","10","12","0.98","390","390.430001866115","gamma","284.03051656734"
"1284","10","12","0.99","470","488.392797798892","gamma","330.175543053084"
"1285","10","24","0.8","93","142.564864766353","gamma","160.083406062607"
"1286","10","24","0.85","126","167.677665355944","gamma","158.62970363626"
"1287","10","24","0.9","190","205.66869397412","gamma","158.150167980692"
"1288","10","24","0.95","220","278.259662137786","gamma","207.617156555696"
"1289","10","24","0.98","390","390.430001866115","gamma","238.572509349269"
"1290","10","24","0.99","470","488.392797798892","gamma","284.030458331424"
"1291","10","30","0.8","93","142.564864766353","gamma","163.55303404235"
"1292","10","30","0.85","126","167.677665355944","gamma","162.046155800836"
"1293","10","30","0.9","190","205.66869397412","gamma","161.549114667273"
"1294","10","30","0.95","220","278.259662137786","gamma","212.89868153428"
"1295","10","30","0.98","390","390.430001866115","gamma","245.0943319162"
"1296","10","30","0.99","470","488.392797798892","gamma","292.435761688401"
"1297","11","7","0.8","187","129.930764392445","gamma","141.757382181321"
"1298","11","7","0.85","253","166.286964208943","gamma","139.916338337238"
"1299","11","7","0.9","380","226.753460458822","gamma","139.750351256615"
"1300","11","7","0.95","440","359.360776380979","gamma","210.902374336215"
"1301","11","7","0.98","780","601.421777175458","gamma","256.826341325648"
"1302","11","7","0.99","940","846.448421595572","gamma","324.569570131076"
"1303","11","12","0.8","187","129.930764392445","gamma","208.99208996345"
"1304","11","12","0.85","253","166.286964208943","gamma","206.433056466862"
"1305","11","12","0.9","380","226.753460458822","gamma","206.202427255612"
"1306","11","12","0.95","440","359.360776380979","gamma","304.799010944986"
"1307","11","12","0.98","780","601.421777175458","gamma","361.191371398646"
"1308","11","12","0.99","940","846.448421595572","gamma","436.933596784103"
"1309","11","24","0.8","187","129.930764392445","gamma","160.93464225034"
"1310","11","24","0.85","253","166.286964208943","gamma","158.483891174695"
"1311","11","24","0.9","380","226.753460458822","gamma","158.263062740105"
"1312","11","24","0.95","440","359.360776380979","gamma","252.387254322743"
"1313","11","24","0.98","780","601.421777175458","gamma","313.603721911315"
"1314","11","24","0.99","940","846.448421595572","gamma","405.885939205085"
"1315","11","30","0.8","187","129.930764392445","gamma","174.803140265934"
"1316","11","30","0.85","253","166.286964208943","gamma","172.090131263392"
"1317","11","30","0.9","380","226.753460458822","gamma","171.845715116697"
"1318","11","30","0.95","440","359.360776380979","gamma","276.527044777175"
"1319","11","30","0.98","780","601.421777175458","gamma","345.006950247518"
"1320","11","30","0.99","940","846.448421595572","gamma","446.835215386114"
"1321","12","7","0.8","18","121.051621419554","gamma","111.799688514552"
"1322","12","7","0.85","25","124.881453146574","gamma","111.234416283727"
"1323","12","7","0.9","38","129.178315929972","gamma","111.050015297384"
"1324","12","7","0.95","44","134.930864208781","gamma","118.294122896432"
"1325","12","7","0.98","78","140.902811666907","gamma","122.5279768041"
"1326","12","7","0.99","94","144.764123104154","gamma","128.413788856191"
"1327","12","12","0.8","18","121.051621419554","gamma","112.098435437767"
"1328","12","12","0.85","25","124.881453146574","gamma","111.530958649474"
"1329","12","12","0.9","38","129.178315929972","gamma","111.345838274452"
"1330","12","12","0.95","44","134.930864208781","gamma","118.618643885867"
"1331","12","12","0.98","78","140.902811666907","gamma","122.869050681027"
"1332","12","12","0.99","94","144.764123104154","gamma","128.776682823777"
"1333","12","24","0.8","18","121.051621419554","gamma","111.313725946004"
"1334","12","24","0.85","25","124.881453146574","gamma","110.750043085236"
"1335","12","24","0.9","38","129.178315929972","gamma","110.566155385058"
"1336","12","24","0.95","44","134.930864208781","gamma","117.788245710963"
"1337","12","24","0.98","78","140.902811666907","gamma","122.006744154534"
"1338","12","24","0.99","94","144.764123104154","gamma","127.867242675963"
"1339","12","30","0.8","18","121.051621419554","gamma","111.536418338718"
"1340","12","30","0.85","25","124.881453146574","gamma","110.969708127219"
"1341","12","30","0.9","38","129.178315929972","gamma","110.784838169797"
"1342","12","30","0.95","44","134.930864208781","gamma","118.047026582841"
"1343","12","30","0.98","78","140.902811666907","gamma","122.290229216083"
"1344","12","30","0.99","94","144.764123104154","gamma","128.186360059706"
"1345","13","7","0.8","31","141.011431961077","gamma","118.476993752809"
"1346","13","7","0.85","42","146.733474238897","gamma","118.085087448853"
"1347","13","7","0.9","63","152.448908034673","gamma","118.085087448853"
"1348","13","7","0.95","73","159.593970198639","gamma","130.939508255255"
"1349","13","7","0.98","130","166.666125286854","gamma","138.478994109525"
"1350","13","7","0.99","156","171.141547395855","gamma","149.329457186453"
"1351","13","12","0.8","31","141.011431961077","gamma","119.605793851524"
"1352","13","12","0.85","42","146.733474238897","gamma","119.21511468371"
"1353","13","12","0.9","63","152.448908034673","gamma","119.21511468371"
"1354","13","12","0.95","73","159.593970198639","gamma","132.02349987558"
"1355","13","12","0.98","130","166.666125286854","gamma","139.530114152225"
"1356","13","12","0.99","156","171.141547395855","gamma","150.325410688074"
"1357","13","24","0.8","31","141.011431961077","gamma","120.296676089384"
"1358","13","24","0.85","42","146.733474238897","gamma","119.898481426918"
"1359","13","24","0.9","63","152.448908034673","gamma","119.898481426918"
"1360","13","24","0.95","73","159.593970198639","gamma","132.962612568489"
"1361","13","24","0.98","130","166.666125286854","gamma","140.626329817179"
"1362","13","24","0.99","156","171.141547395855","gamma","151.654234945945"
"1363","13","30","0.8","31","141.011431961077","gamma","121.506998983306"
"1364","13","30","0.85","42","146.733474238897","gamma","121.102894120799"
"1365","13","30","0.9","63","152.448908034673","gamma","121.102894120799"
"1366","13","30","0.95","73","159.593970198639","gamma","134.367982296719"
"1367","13","30","0.98","130","166.666125286854","gamma","142.155511832163"
"1368","13","30","0.99","156","171.141547395855","gamma","153.368017079873"
"1369","14","7","0.8","46","121.593968479976","gamma","134.870938417014"
"1370","14","7","0.85","63","188.267432857006","gamma","133.817065884693"
"1371","14","7","0.9","95","196.751477053627","gamma","133.609222337966"
"1372","14","7","0.95","110","205.25914363718","gamma","154.484972548791"
"1373","14","7","0.98","195","212.915777803164","gamma","167.06222942205"
"1374","14","7","0.99","235","217.501051914947","gamma","185.005599199017"
"1375","14","12","0.8","46","121.593968479976","gamma","130.926846039945"
"1376","14","12","0.85","63","188.267432857006","gamma","129.880971391509"
"1377","14","12","0.9","95","196.751477053627","gamma","129.674710173953"
"1378","14","12","0.95","110","205.25914363718","gamma","150.399830127943"
"1379","14","12","0.98","195","212.915777803164","gamma","162.887553324612"
"1380","14","12","0.99","235","217.501051914947","gamma","180.696548047023"
"1381","14","24","0.8","46","121.593968479976","gamma","130.28187742838"
"1382","14","24","0.85","63","188.267432857006","gamma","129.218696800435"
"1383","14","24","0.9","95","196.751477053627","gamma","129.00903893039"
"1384","14","24","0.95","110","205.25914363718","gamma","150.09672886941"
"1385","14","24","0.98","195","212.915777803164","gamma","162.818305001607"
"1386","14","24","0.99","235","217.501051914947","gamma","180.973825534024"
"1387","14","30","0.8","46","121.593968479976","gamma","129.366067242305"
"1388","14","30","0.85","63","188.267432857006","gamma","128.309916092975"
"1389","14","30","0.9","95","196.751477053627","gamma","128.101641303316"
"1390","14","30","0.95","110","205.25914363718","gamma","149.045848900411"
"1391","14","30","0.98","195","212.915777803164","gamma","161.676755717134"
"1392","14","30","0.99","235","217.501051914947","gamma","179.697900195483"
"1393","15","7","0.8","93","84.3024578264449","gamma","159.530215276071"
"1394","15","7","0.85","126","293.643981898674","gamma","158.109255903225"
"1395","15","7","0.9","190","299.282527304822","gamma","157.640376332738"
"1396","15","7","0.95","220","304.941878843107","gamma","205.70620524711"
"1397","15","7","0.98","390","310.028536608226","gamma","235.592038416329"
"1398","15","7","0.99","470","313.140580406569","gamma","279.375744980663"
"1399","15","12","0.8","93","84.3024578264449","gamma","167.856620942032"
"1400","15","12","0.85","126","293.643981898674","gamma","166.319284390634"
"1401","15","12","0.9","190","299.282527304822","gamma","165.812178194613"
"1402","15","12","0.95","220","304.941878843107","gamma","218.160422143079"
"1403","15","12","0.98","390","310.028536608226","gamma","250.96312170018"
"1404","15","12","0.99","470","313.140580406569","gamma","299.203873678737"
"1405","15","24","0.8","93","84.3024578264449","gamma","166.551978322796"
"1406","15","24","0.85","126","293.643981898674","gamma","164.995747229899"
"1407","15","24","0.9","190","299.282527304822","gamma","164.482464785132"
"1408","15","24","0.95","220","304.941878843107","gamma","217.590458251275"
"1409","15","24","0.98","390","310.028536608226","gamma","250.952528613716"
"1410","15","24","0.99","470","313.140580406569","gamma","300.070722731072"
"1411","15","30","0.8","93","84.3024578264449","gamma","167.893011582514"
"1412","15","30","0.85","126","293.643981898674","gamma","166.323325387759"
"1413","15","30","0.9","190","299.282527304822","gamma","165.805611615188"
"1414","15","30","0.95","220","304.941878843107","gamma","219.387195861039"
"1415","15","30","0.98","390","310.028536608226","gamma","253.05709105864"
"1416","15","30","0.99","470","313.140580406569","gamma","302.635905066631"
"1417","16","7","0.8","187","40.2471886463987","gamma","239.570321749132"
"1418","16","7","0.85","253","42.3366530143167","gamma","236.743795258882"
"1419","16","7","0.9","380","53.8408785916683","gamma","236.489115931759"
"1420","16","7","0.95","440","699.77830052895","gamma","350.480313338578"
"1421","16","7","0.98","780","704.518153304893","gamma","424.370760496257"
"1422","16","7","0.99","940","706.977940640558","gamma","534.534635707425"
"1423","16","12","0.8","187","40.2471886463987","gamma","243.111255137601"
"1424","16","12","0.85","253","42.3366530143167","gamma","239.761938546349"
"1425","16","12","0.9","380","53.8408785916683","gamma","239.460264658292"
"1426","16","12","0.95","440","699.77830052895","gamma","372.540889081467"
"1427","16","12","0.98","780","704.518153304893","gamma","460.081082461196"
"1428","16","12","0.99","940","706.977940640558","gamma","592.423746402685"
"1429","16","24","0.8","187","40.2471886463987","gamma","217.745573166537"
"1430","16","24","0.85","253","42.3366530143167","gamma","214.095918252918"
"1431","16","24","0.9","380","53.8408785916683","gamma","213.767326700958"
"1432","16","24","0.95","440","699.77830052895","gamma","357.804672544432"
"1433","16","24","0.98","780","704.518153304893","gamma","453.849207195605"
"1434","16","24","0.99","940","706.977940640558","gamma","600.717234083054"
"1435","16","30","0.8","187","40.2471886463987","gamma","212.41224943748"
"1436","16","30","0.85","253","42.3366530143167","gamma","208.895762925573"
"1437","16","30","0.9","380","53.8408785916683","gamma","208.579176966362"
"1438","16","30","0.95","440","699.77830052895","gamma","347.495166177716"
"1439","16","30","0.98","780","704.518153304893","gamma","440.148474418531"
"1440","16","30","0.99","940","706.977940640558","gamma","581.80289424291"
"1441","17","7","0.8","18","119.065627437007","gamma","110.974880178673"
"1442","17","7","0.85","25","121.863808743539","gamma","110.432013789483"
"1443","17","7","0.9","38","125.179269506397","gamma","110.254887978509"
"1444","17","7","0.95","44","129.925419366734","gamma","117.202233490595"
"1445","17","7","0.98","78","135.117961095513","gamma","121.253243560538"
"1446","17","7","0.99","94","138.491172653018","gamma","126.874869921876"
"1447","17","12","0.8","18","119.065627437007","gamma","112.640344427602"
"1448","17","12","0.85","25","121.863808743539","gamma","112.059136480833"
"1449","17","12","0.9","38","125.179269506397","gamma","111.869559102579"
"1450","17","12","0.95","44","129.925419366734","gamma","119.325146122905"
"1451","17","12","0.98","78","135.117961095513","gamma","123.689014911946"
"1452","17","12","0.99","94","138.491172653018","gamma","129.761488361926"
"1453","17","24","0.8","18","119.065627437007","gamma","112.465419477721"
"1454","17","24","0.85","25","121.863808743539","gamma","111.898673032345"
"1455","17","24","0.9","38","125.179269506397","gamma","111.713792900601"
"1456","17","24","0.95","44","129.925419366734","gamma","118.976044764855"
